User ID,User Difficulty Choice,User Read Books (2017),User Read Books (2018),Average Rating (2017)
ID480208155,3,5058,6969,6.991319660934982
ID351734636,5,"6041, 7788","7936, 5802",1.3585859867431829
ID731696546,3,"5529, 7492, 5479, 6910, 7204, 6597, 5419","5938, 5119, 5025, 7673, 6672, 6679, 7385, 5294",2.2879617245364403
ID768518963,1,7143,6063,5.860063170343822
ID376244963,3,5486,"6578, 7758",2.5739336728969864
ID128724056,1,7635,7677,3.656770127543873
ID576710883,5,"6827, 6506, 7860, 7591","5603, 5364, 7562, 5455, 6180",7.687746248493667
ID244322842,4,5293,5733,2.848323182600223
ID646670643,2,"6218, 6970, 5338, 5029, 7203, 7003","6151, 5570, 7417, 7696, 7071, 5300",3.4353326611623287
ID359686983,4,7888,7894,1.826853948794182
ID144385546,3,5885,7057,3.6147655584542764
ID748447306,1,"6799, 5429, 5310, 6023","5827, 6697, 7766, 6197",4.212786116521946
ID29317794,3,6567,7564,0.5988173867861715
ID581905670,1,"7942, 6197","6419, 5999, 7028",2.2596058243005643
ID265096052,4,"6506, 6486, 6680, 5899","7887, 5239, 5602, 6413, 6141",2.151406686467085
ID511162149,Not specified,5956,5845,1.0202875559899363
ID215289142,2,5328,6033,3.796801701706805
ID746255350,1,7971,6882,8.375145045209141
ID378058489,5,7521,"6515, 5454",9.182735566933006
ID50347501,5,5524,6485,6.091192810732245
ID954133907,Not specified,"7815, 7323, 6884, 6443","5448, 5804, 7162, 7370, 5209",2.5045052035359383
ID106984070,5,"7734, 5630","7898, 7212",2.154781998738185
ID755739502,1,5896,7509,0.0
ID703227227,3,"6410, 7232, 7677, 6041","7788, 6491, 5399, 5202, 5203",2.5627717857576915
ID206149405,Not specified,"6140, 6985, 5677","5860, 5078, 5439",4.618567903639528
ID468281385,1,7312,"5723, 6670",1.6821076278936204
ID728617617,3,6163,7737,5.5651046150685195
ID661264209,3,"7491, 7518, 6371, 5139","5648, 7675, 5868, 7074, 5261",4.954451932439988
ID469317192,4,"5096, 6933, 6448, 5677, 6274, 7487","6419, 5639, 5374, 5948, 5974, 5412",4.163618378293453
ID400558422,5,"5372, 7720, 6360","7254, 6667, 5988",2.651541239314338
ID452912303,5,"5098, 7529, 7551, 6523, 6750","5664, 7020, 6914, 6904, 6594",1.9708764951402553
ID951167109,4,6098,7014,1.6816288325553352
ID418413059,2,7362,7308,2.205564752650326
ID790322732,2,7765,5815,2.811894862220512
ID99172116,3,"6852, 7212, 7835, 7003","7357, 7626, 5680, 6688, 5831",1.1759855701340463
ID729198126,1,"5290, 6214, 7393","7377, 7348, 5790",2.0564983512510584
ID345136086,4,6987,"7076, 5747",4.720008623323447
ID659081521,2,"7541, 6952, 5146, 7630","5700, 6120, 7450, 7792, 6240",4.478095367940847
ID104838288,5,"6987, 7471, 6728","7179, 7755, 6052",2.463112852609723
ID652488234,2,"6748, 6708, 7105, 6694","6891, 5671, 5534, 5415, 5332",2.17547371011012
ID31723729,2,"6809, 5686, 5874, 6181","6080, 6291, 7437, 5971, 7530",3.782165617615361
ID399703177,1,"7037, 6100, 6913, 6024","5621, 6747, 5327, 7273",3.3438748873992012
ID706203717,5,"5701, 6476, 7182, 5209","5119, 6675, 7883, 7652, 6739",1.5509613709272965
ID747800146,3,7619,7197,5.540582531431523
ID398319835,2,7145,5657,4.623202182882306
ID56349870,4,7527,"6401, 7955",2.319863595063013
ID371973863,Not specified,6886,"5879, 6849",2.8161329453802857
ID223038592,2,"5614, 7281, 6538, 6083, 7678, 7817","6738, 5107, 5829, 7535, 7826, 7344",1.8668586431328054
ID932153211,5,"6508, 5815, 7363, 5125","5686, 6896, 7819, 7907, 5567",5.180456594062159
ID808291712,1,"6305, 6328, 6192","5874, 7799, 7249",6.848079683291999
ID403313033,1,"5375, 7614","5842, 6244",3.7217503228679805
ID612544590,Not specified,"5961, 7736, 5713","7729, 5037, 6971",1.7944609877914228
ID890554854,1,"5032, 7986, 5634","5135, 6644, 5625",4.050914801684347
ID83712585,Not specified,"5868, 6228, 7463","5079, 6207, 6372",3.426035504160577
ID703644400,5,5426,"6303, 6628",6.8816686025535745
ID751320658,1,"5952, 7430, 6067","6363, 6338, 7771",4.7417178054951075
ID745597562,Not specified,"6843, 5064, 6563, 5751","6388, 5199, 6263, 6725, 6003",2.330432270699219
ID649270183,1,"6832, 5596, 6659, 6351","6301, 5767, 5992, 7166, 5641",4.0894207872948005
ID134401221,3,"7518, 7993, 5271","7647, 5493, 7688",5.151551638641062
ID140821640,3,6930,5833,0.0
ID568058081,5,7714,5355,0.0
ID536744258,5,6802,7655,1.2416444701124347
ID174948317,3,5372,5133,3.7117961104056527
ID430320729,1,"7176, 5359","6398, 5195",5.44239307429848
ID57750014,5,7951,7274,3.494182284383122
ID434098427,Not specified,"7695, 5643, 7944","6053, 7925, 6471",2.9895273121093413
ID502753465,4,"7236, 7051, 7075, 7302, 6096, 6995","6238, 7639, 6031, 7763, 5743, 7738",1.6774269278837455
ID838017803,1,"6012, 7946, 6778","5066, 5153, 5832",2.9859254851103567
ID981593094,4,5102,"6471, 7207",1.5635954984958638
ID478518301,4,"6312, 7524","6238, 5213",6.653087197576879
ID79960257,2,"5881, 6755, 5969","5030, 6959, 5276",4.704052088628795
ID64529081,3,7598,"6677, 7679",3.3997646394334633
ID728136687,4,"7320, 7332, 6908","5160, 6185, 5497",4.341400125864877
ID763708459,Not specified,5532,6968,5.428341277265385
ID361665015,5,5525,6957,1.6238944210270803
ID864454973,1,"6073, 5201, 7533","5862, 7425, 6779",5.5782284122997
ID616282904,4,5252,"7493, 6579",2.441034412579259
ID749064081,1,"7439, 7187, 5206","7580, 6672, 7905",0.8624531788324602
ID459842997,5,6707,"7700, 7807",3.935458109693863
ID912667705,4,6306,5188,3.569289446719577
ID131347364,2,6348,"6309, 6554",3.1453184109765426
ID334299679,4,7018,5672,2.4458825072312336
ID592010265,3,"7353, 7000","5656, 5317",5.48499526366397
ID816617572,Not specified,"7191, 6908","6472, 6407",3.5344709788308206
ID82910340,Not specified,"5456, 5594, 6479","7885, 7696, 7229",4.325093269412512
ID614880041,5,"5133, 7181, 6620, 7710","5203, 5143, 6731, 6757, 6510",3.8601504489143132
ID294502103,2,"6803, 5837, 6563, 5627","5959, 7819, 6330, 7731",4.2686498098686645
ID193771405,2,"7778, 5230, 6008, 7558","7851, 5834, 6175, 7728, 7780",4.368083381980591
ID173072903,1,"5663, 6310, 6928","7418, 6396, 7805",3.2789711202538387
ID869026033,2,6385,6772,5.3408803316954145
ID774009081,5,6246,5539,5.840133166870552
ID340309148,2,7044,6009,6.532543094156846
ID808987704,Not specified,5132,"6730, 6525",3.700894849172082
ID716177006,4,"7314, 6662, 5886","5043, 7563, 5634",4.143370257623772
ID951443215,1,"7830, 7756","5570, 6581",3.1438982136073363
ID551547813,2,"5310, 7429, 7058, 5090","5474, 6855, 7273, 6439, 6275",1.5463067358216296
ID172300447,2,5093,"7131, 6650",1.7805348393258367
ID34251907,5,"6367, 5618","6949, 5396",7.144116930262852
ID269424774,1,6617,7543,3.248894400376861
ID855544362,4,7959,"5281, 6611",2.804323095104658
ID362973277,1,"5986, 6168","6107, 6142",2.913112769757355
ID512384196,2,7794,6965,2.4325728616096205
ID819611860,2,"5256, 5822, 5615, 7768, 5808, 7283, 6181","6834, 6838, 6667, 6082, 7426, 7128, 6956, 6938",3.7989911522031368
ID219118556,4,6123,6314,2.508494511306882
ID771981545,3,"6271, 6001, 7208, 5752, 6445, 7505, 6587","7774, 7056, 5762, 7850, 7447, 6129, 5542, 6227",4.212708194501401
ID284486793,5,"6423, 5967, 7748","7117, 7004, 6073",4.021850907578124
ID580112302,5,"7356, 7720, 7686","6766, 5862, 5908",0.9041318309235838
ID133326690,3,"6306, 5974, 7796, 6505","5624, 6578, 5863, 7833",3.8240932176442435
ID460611132,Not specified,"5674, 6872, 6554, 7457","7291, 6925, 5584, 5415, 5501",4.093266083622271
ID606470145,Not specified,"6948, 7726, 5907","6159, 7830, 6411",1.3464227904120092
ID829713434,4,"7096, 6914, 6808, 6237, 7969, 5557","5134, 6324, 6117, 5586, 5263, 6894",3.143957003577387
ID578699230,2,"7782, 5091, 6073","5710, 7365, 7300",5.015375642057697
ID464123139,2,"7762, 5520, 7865, 7950, 7932","7586, 7853, 5106, 7921, 5958",2.326487762717442
ID632515234,4,5796,6486,1.2054761805666319
ID272116672,Not specified,"7881, 5866","6742, 6090, 7927",4.3668896634899745
ID682958758,1,"7334, 6478","5809, 6580",3.336208425740935
ID92485091,5,"7043, 7253, 7348","7557, 6834, 6181",6.230401440643966
ID354867692,Not specified,7969,"6323, 7402",6.887182448637715
ID149277065,5,"5752, 6831, 5419","6314, 5901, 7315",1.8264060102351722
ID314692598,2,7555,6799,1.594764808525266
ID557100674,Not specified,"5538, 5761, 5561","7690, 5969, 6291",1.4921090009358677
ID101909587,1,6533,5896,7.317018608963633
ID879678700,2,"5823, 6897, 5342, 5835","7807, 6000, 5416, 6706, 7395",1.813488173261966
ID738187278,1,"7604, 6592, 6702","7483, 6159, 7708",3.996123263005497
ID103347286,1,7474,"7974, 7280",7.3771783876423225
ID684282097,Not specified,5343,7166,3.9368847008326524
ID892404876,2,"6097, 6849, 6531","6971, 6290, 7455",1.5893172806809421
ID285951888,4,"6038, 7634, 5008","5885, 6730, 5675",3.4576766375388566
ID932620062,5,6722,"6896, 7749",2.5629358301963334
ID194543680,3,"6777, 5089, 5710","6080, 7032, 5781",5.220267261909974
ID473300068,2,"6997, 7113","7709, 6310",2.7805475523872856
ID636394403,Not specified,"5638, 7006, 6257, 5635","7650, 7994, 5415, 6384",0.7721100120908202
ID957579868,5,"6082, 6817","5649, 5789",3.9356768877977166
ID958219468,1,7959,6319,5.52459596265565
ID552825225,Not specified,6937,"5391, 5627",3.5022972464375197
ID564364657,3,7400,"5766, 6259",4.9554729957971775
ID655494897,5,"7519, 6519","5025, 7370",2.6919492345071268
ID562756605,3,"5984, 6326, 5104, 7932, 5526, 5349, 6564","6371, 7579, 6988, 7810, 7755, 6553, 5425, 5973",4.516787307121699
ID628248074,4,6439,"6393, 5898",0.6070698537314074
ID438471431,5,"7876, 5855, 7012, 7602","5525, 5736, 7131, 6913, 7239",3.7311639417518925
ID841641478,Not specified,7665,5146,4.094860956401907
ID92449142,1,"6802, 7987, 7319","7535, 7798, 7674",3.1621442951077134
ID968144429,3,"7943, 7485, 7953, 7566, 7949, 7540, 5398","6059, 5535, 5585, 5712, 6103, 7452, 5681, 5093",1.611841371433687
ID98600711,2,"6358, 6757, 5341, 6021","5489, 7721, 6982, 7187",4.732867309348441
ID759951777,4,6793,7549,2.6017061611198855
ID436130827,5,"6028, 7166, 7706","7480, 5404, 5702",2.9977566852225124
ID145728017,5,5429,"7058, 6975",6.283135049332163
ID912957530,Not specified,"6335, 6023, 5310","5109, 6735, 5064",3.5923729676855487
ID334840396,Not specified,6382,7116,4.701194092450163
ID214440063,1,6526,5148,3.1830513522180546
ID343215259,4,"6147, 5672, 6816, 6841","5047, 6229, 5517, 5940, 7830",7.090706733482212
ID257890497,Not specified,"7375, 7785, 7508, 5385","7981, 7255, 7029, 7884, 7752",4.481085879065333
ID893460574,3,"7604, 5117, 7939","5825, 6274, 5187",4.499027112787322
ID451639280,4,6628,5497,4.621882385722155
ID178703716,2,"6599, 5245, 7206, 5052, 6045","7444, 7532, 5118, 7262, 6543",4.725934621723285
ID103706222,Not specified,"5751, 6453, 7686","6141, 5884, 6403",4.77322922032346
ID982467346,1,"7489, 6322","5984, 6444",3.156700292989031
ID72109869,1,"5381, 6544, 6937, 6698, 6188, 5297","6239, 7450, 6838, 7542, 6441, 5164",5.355179930953715
ID125296363,1,7973,7531,2.6935676952089898
ID616213483,5,7674,"5747, 6585",0.0
ID844911360,4,5168,5327,1.5470299332420288
ID922104458,1,"7344, 6804, 6049","6364, 7516, 5128",3.4394736141562987
ID961910745,2,6561,5566,0.0
ID727233454,3,6275,"7924, 5554",2.03606100491832
ID888022397,4,6881,"5112, 7161",4.580538741072765
ID375962642,Not specified,5522,6245,3.711280726961779
ID1756125,2,5315,"7326, 7967",3.101153827432749
ID789485837,Not specified,7274,6288,5.580709345899071
ID158020976,4,"5139, 7656, 7753, 7945","7684, 6261, 5873, 7231",4.838706068280153
ID186007309,2,"7707, 7201, 5563, 6555, 7220, 5979, 6625","5516, 6422, 7366, 5896, 6795, 5671, 6908, 5519",4.484624034189685
ID477036619,4,5480,"7984, 7282",5.162644896383613
ID218532589,1,5182,5086,8.286494410401128
ID691308308,Not specified,5311,6878,2.0096935924182806
ID32556153,1,"7165, 6193, 5867, 7709","7789, 5789, 7689, 7859, 6729",2.9437695187277564
ID381166532,3,"7502, 5557, 5992, 7263","7668, 5684, 5871, 6338, 5638",3.712399456284097
ID819908292,3,"7827, 6276","5267, 6032",5.531579670985355
ID301337706,4,6046,7433,4.751471216787007
ID260277132,5,6701,"5490, 6081",0.384380955817087
ID494255165,3,"5788, 6795","6989, 6242",2.304586324269142
ID251686771,4,7917,"6492, 7705",8.4879361952581
ID714015445,Not specified,"7710, 7989, 5918","7414, 7298, 5684",4.590805898379637
ID140679148,4,"7692, 7168","6219, 6767",5.121839030360712
ID197783609,2,"6368, 7835, 7794, 6741, 7566, 5861, 5106","5975, 5680, 7132, 6857, 5075, 5340, 6532, 7706",3.0779038494619466
ID513008994,4,7415,"5870, 7870",1.9248545129067223
ID64140237,1,"5039, 5136, 6297, 5843, 7914, 6377","6169, 7908, 7671, 5864, 6328, 6265",1.9055146478722105
ID228768757,1,"6929, 5069, 6117","5309, 6545, 7264",1.032971372449239
ID778617710,4,7047,"5924, 6739",3.189237839875302
ID41177409,2,6867,"5346, 7992",4.738607689054952
ID975874259,4,"7454, 7522, 5160, 5040","7431, 7746, 7201, 5860",2.3276945606387525
ID677419883,3,"6372, 7385, 5299, 6097","5789, 6892, 5445, 5823",2.2822842055943653
ID829778475,5,7185,5155,3.265632637029534
ID154724736,3,"5685, 6804, 5421, 5651","5415, 5629, 6864, 6489, 6194",2.878993813316795
ID19904922,5,"5667, 6091","7021, 6380, 6741",6.469105763868028
ID935859619,4,5998,7985,4.92990529591795
ID907131432,1,7405,6359,3.631873928655932
ID57117032,1,"7586, 7263, 5106, 5612, 7963, 5568, 5685","6434, 6573, 5578, 6011, 5060, 7183, 7491, 7993",4.330697988645832
ID685059009,2,"5367, 5008, 6731, 5038","5900, 7409, 6195, 5986, 5924",4.9750484928107825
ID394041214,3,7139,5926,0.0
ID137357522,3,6252,7438,3.5099781079484336
ID178765041,3,5144,5701,3.087179093947939
ID154360172,5,5808,"5709, 5157",3.8870529538259175
ID274453939,3,"7745, 7835, 7943, 7227, 6034, 7081, 5138","6178, 7250, 6754, 5017, 6811, 6724, 6820, 6321",6.062151409072966
ID383696746,Not specified,"6890, 5903, 6003, 5037","7324, 5991, 7968, 6886, 6531",5.130210101492311
ID884822351,4,"5407, 7586, 7150","7250, 5001, 5012",2.3611707443429037
ID417013206,Not specified,"5883, 5051, 6148","6754, 6675, 5398",2.337911966942025
ID715793845,Not specified,"7618, 7262","5324, 5835",2.8648299668706914
ID800724803,4,7600,7090,3.76232702193015
ID986833046,Not specified,6136,7969,1.4905322096294085
ID856752601,1,"7861, 5296, 6861, 5256, 7409, 7463, 6180","6066, 7499, 5963, 5061, 7566, 7299, 6363, 5537",2.5745465994255263
ID861266980,5,"5230, 7933, 5920, 5823, 5810, 6997, 5852, 5023, 5850","6461, 7838, 6327, 6869, 7467, 5441, 7353, 7394, 5059",2.3926478780009077
ID781555538,Not specified,7833,7070,4.200308613325819
ID868834494,2,5759,"5655, 7557",4.411320179853524
ID985641449,5,6998,6095,6.669471004041091
ID601635945,1,"7278, 5569, 6189, 6468, 7899, 5504","5349, 5926, 6607, 7952, 6115, 7549",2.768538323454367
ID309608596,1,5058,"7265, 7649",3.976070399921169
ID170002272,1,"5237, 7229, 7900, 6480","6330, 6302, 7299, 5234, 6942",5.824089322212101
ID695597554,4,5653,6646,6.957804079879478
ID355275819,Not specified,7521,"5431, 6648",8.566069913913466
ID363571744,Not specified,"6888, 5797, 6685, 6263","6873, 5076, 7232, 7346, 5693",0.9556182944492857
ID711104374,4,"7625, 7424, 6878, 7214","6876, 7719, 5472, 5982",2.723215758834922
ID518960107,2,5843,6431,3.7549123436621916
ID909117520,Not specified,"7337, 6534, 5550","7775, 7101, 5565",3.3600720604866914
ID678147932,4,7886,5436,4.724665206543449
ID834790830,Not specified,"7027, 5550, 6430, 7017","7024, 7208, 5581, 7367, 7803",3.8576246302994734
ID215096312,3,7501,"7286, 5841",4.347535820491251
ID859412204,3,"5029, 5215, 5913, 7092","7003, 5526, 5006, 6067, 7264",3.3045689066823094
ID662419896,5,"7966, 7514, 5530, 5129, 7904","5953, 5644, 5816, 6377, 5393",3.644679846260261
ID730303201,5,5243,7559,1.5643384681641332
ID350161756,Not specified,6499,"6777, 5545",3.638178434607252
ID96679822,2,"7175, 5760, 7527","7185, 5855, 7327",2.6267010510721014
ID469030147,4,7404,5567,5.677868867241353
ID843105045,2,"7510, 7688, 6072, 6799, 7381","6248, 7148, 6047, 7509, 6005",3.4204670115521565
ID252972160,5,"6184, 5353, 5621, 7799, 7553, 6925, 5074","7910, 7674, 6261, 6232, 7157, 6680, 7722, 7342",6.141427173134683
ID273691014,Not specified,"5337, 5405, 7441","6018, 6458, 6048",4.578490474541755
ID984693624,5,6299,5158,1.4274474220457083
ID398919382,3,"7157, 5154, 5898","5629, 6154, 7713",2.8937949379890697
ID602738757,5,5781,"5916, 6066",0.25900686902463166
ID925199007,5,"5159, 5042, 7751","5598, 7858, 7740",3.526302756982862
ID796682660,3,"5931, 7518, 7663","6616, 5894, 5730",5.070776239127049
ID503619380,5,7963,5494,3.5581884042958407
ID675949719,4,7634,"5470, 7066",6.528830245614334
ID622545631,Not specified,6446,6873,3.660580246702085
ID758325950,Not specified,6332,7992,2.692065196671514
ID485415261,5,"6184, 7964","7261, 5381",2.906292473379967
ID708690216,2,"6990, 5519, 6908, 7211","7525, 5971, 5253, 7970, 5923",2.9878922553459604
ID671464504,1,"6906, 5701","5035, 6166, 5690",3.909978158897503
ID22229364,5,"6183, 7589, 7610, 7412, 7804, 6917, 5470","6480, 7332, 6297, 6379, 5915, 5260, 6821, 5789",3.0232075530366918
ID893081467,2,"6032, 5069, 6441, 5875","6886, 6124, 5815, 7703",1.9023426405760997
ID303609910,3,"5777, 6551, 5922","7405, 5140, 7757",1.9792297189833337
ID802457039,1,"6483, 6742, 5508","7446, 5718, 7272",0.8510245091830261
ID838866213,Not specified,5897,5885,3.253390936444437
ID672226483,5,"6086, 7196, 6559","6766, 6779, 7744",6.755295483154552
ID365003668,Not specified,"7977, 6614, 6979, 7077","6850, 6913, 7937, 7120, 6561",5.170481673737598
ID600655086,2,5090,6365,7.524972519507536
ID897575406,3,"7809, 7618, 5459, 5813, 7573","6797, 6361, 6416, 5066, 7812",2.6085433131494598
ID230388378,5,"5730, 7976, 7810, 6919","7791, 5785, 7372, 5678, 7165",1.5889829321200257
ID141539487,Not specified,"5244, 6653, 7203, 7804","7200, 7782, 6841, 7650, 6609",4.442057152818004
ID4786887,4,"5165, 5465, 5263, 7384","5563, 7220, 6099, 7156, 7912",1.2352968591155808
ID27588593,4,"5832, 5658, 7313","6925, 6825, 6043",6.103897583135971
ID205868933,Not specified,"7960, 6392, 7459, 6710","7905, 6124, 6186, 5609, 7883",2.6998072091696343
ID238783172,1,"7693, 6002, 6451","5221, 7847, 7445",1.6583111722862993
ID975156473,Not specified,"7649, 5495, 5351, 6157, 7000, 5833, 6597","6017, 5981, 7257, 7947, 7731, 6874, 6038, 6029",4.189010833236461
ID615898389,1,"5711, 6960, 6791, 5712","6850, 6572, 7842, 5067, 5735",2.3148302240103176
ID734675255,1,7794,5984,0.8884669627845763
ID551144673,1,5367,7384,3.54934114923308
ID524028000,3,"6600, 6032, 6838, 5123","5466, 6114, 7661, 5224, 7982",4.836984913524787
ID539486896,2,6239,6603,3.3296440010566863
ID147290007,5,"6703, 5253, 6995","6657, 7504, 7187",3.2658564869391356
ID733852570,4,5982,5206,5.6353229407103775
ID531511602,5,"6299, 5083, 5801, 6343","6841, 5047, 6801, 6758, 7394",2.3004968158121217
ID830123423,4,"6027, 6823, 5876, 6114, 5255, 6932","7456, 7104, 6532, 6903, 5646, 7111",2.594251568856112
ID48848229,2,7851,7590,1.4809573670499245
ID551062612,3,7498,"7351, 7198",2.1750865754639483
ID422141599,5,"5374, 5460, 6680","6541, 5418, 7557",1.129344942997495
ID902401078,3,5594,6047,3.250039518635247
ID735073662,5,"6930, 6984, 7198","6737, 7957, 7411",3.7606690328628525
ID737275923,1,7562,7479,3.4576021658313856
ID53905111,3,6093,6047,5.654460529025801
ID349072080,2,"5351, 6191, 7353, 6977","7104, 6633, 5729, 7359, 7538",1.844752196981982
ID294244059,Not specified,5331,6352,3.4840681316277218
ID176387402,1,"5992, 6084, 5345, 5458","6960, 5469, 5840, 5711",4.126925255523707
ID172288746,Not specified,7460,7615,3.8975770105535585
ID745347450,2,"6503, 5052, 6071","7860, 6400, 7900",4.117964568038503
ID590894309,3,"7203, 7743, 6910, 6609","5513, 6939, 6182, 5895, 6259",4.161308619002424
ID254716517,1,"7406, 6151, 7303","6962, 6663, 5925",3.7800774105139827
ID941178466,1,"5706, 6845, 5119","6996, 7447, 7707",1.1875654296360107
ID360089563,4,5958,7372,2.577212863328551
ID604472696,Not specified,"6572, 5093, 6403","5676, 5610, 6889",3.944637322955353
ID392124262,5,7240,"5340, 6805",1.2482503798333986
ID460810876,Not specified,7796,"6762, 7961",3.5927979943042283
ID779156386,4,"6739, 5838, 7499, 6039, 6577, 5366, 6148","7731, 6705, 6622, 7942, 6697, 5474, 5358, 5498",4.672202610406925
ID262008741,3,7195,7249,3.5693345335068396
ID578335983,2,6595,"6472, 7304",0.5314205244636057
ID850883600,4,"7144, 7112","6971, 5574, 6501",7.017240438196009
ID919150321,5,"6230, 5723, 7484, 6020","7208, 5702, 5104, 6800, 7203",3.5574754997250584
ID98112411,3,6483,6879,1.9400704998532299
ID69083229,4,"5960, 5372, 6617, 6788, 7770","5579, 7027, 6899, 7036, 6320",2.975560382584489
ID51347157,4,5205,6679,4.190000321671633
ID701927630,3,"5547, 7598, 7118, 5700, 6373, 6286, 5153, 7194, 6189","6246, 5457, 5594, 6522, 5778, 5868, 6186, 7074, 6171",1.3789049323306388
ID669552515,4,"5034, 7612, 6222, 7301","6881, 6294, 7306, 7396, 6338",5.734243897393602
ID595484364,1,7356,5027,3.025020653891225
ID640817896,4,"5076, 7970, 6606, 7049","7168, 6574, 7847, 6545, 5077",4.287621450193513
ID355726737,2,7372,5835,6.634930463365464
ID6473599,3,5355,6915,3.5844313009507554
ID386417149,4,"6131, 6695, 6732, 6592","5623, 7604, 6443, 5829, 6770",5.3821192530162465
ID633380560,1,"7191, 5656, 7094, 6125, 5845, 7617","5716, 5143, 7859, 6311, 5379, 5112",5.212117865699406
ID898645818,5,5079,6231,4.172045223052072
ID139180479,4,"5069, 5692, 6276","5797, 5388, 7310",0.7623687962687932
ID224606944,2,6719,"7290, 5940",5.3413748677246815
ID490075781,5,6125,"7634, 7633",4.6017957910532274
ID103127822,2,"6494, 5100","5217, 7377",5.086507001302654
ID367356351,Not specified,"6862, 5421, 5044, 7000","6921, 5185, 6819, 5115, 7963",3.934004617110122
ID247791068,5,5808,6096,3.4155535631824328
ID247611348,1,"7850, 5724, 5650, 6245, 6978, 7742, 7808, 7184, 5463","6359, 6876, 5285, 5337, 6648, 6047, 7518, 6437, 6203",2.087010138164157
ID700422308,2,"5727, 5742, 7848, 6722","7439, 5314, 6858, 6065, 7537",5.2968046908076
ID687089353,1,5985,5890,2.5200186173809938
ID956201428,5,5694,"5196, 6546",0.0
ID23402450,1,6430,7775,5.827183599322719
ID333266965,2,7164,"5180, 6207",1.747265631801735
ID979522936,5,7665,7157,5.260835623403535
ID54720699,3,"7114, 5939, 7038, 5051","5555, 5717, 7085, 6753, 6161",4.7242575572497865
ID932192811,Not specified,"7373, 7799, 6311, 7710","5516, 5265, 7190, 6211, 7607",1.5309055039127155
ID810501951,5,5488,6373,2.835126693075699
ID914976374,Not specified,5163,5276,5.700681904374317
ID392649005,1,"7131, 6304, 7466, 7394","5854, 7800, 7574, 5109, 7744",3.25037733106623
ID711337235,3,6075,6286,5.001098835261672
ID211218984,1,"5285, 7030, 5182, 6913, 7584, 5397","6573, 5779, 6819, 7132, 7902, 7564",3.8551072964036237
ID610711108,5,"6542, 5007","6872, 6703",7.287514769723777
ID794278334,1,"5786, 5924, 5868, 7015","7995, 7381, 7052, 5082, 7515",3.658346620037293
ID942073314,3,"5493, 7434, 6023","6559, 7734, 7386",2.053091848895433
ID570179692,1,6746,6795,3.612403389915722
ID467665384,4,"7356, 6830, 7636","5979, 6002, 5909",2.4370961344093396
ID803939197,3,5143,7743,5.669681162070932
ID377027264,2,6728,6271,0.6637582711471068
ID453640719,1,5231,7033,3.0185823979713047
ID444535294,1,5526,5184,6.101896546431703
ID17380938,2,7344,"7888, 7869",2.971121187927408
ID787716222,2,5511,6579,1.8961912049239347
ID449718466,Not specified,5992,5939,3.839156029328236
ID976045410,1,5253,6998,2.8721542484923406
ID205737379,2,6069,5107,0.0
ID169688778,Not specified,6706,6937,6.8191562674665915
ID58972376,3,"6069, 5704, 6697","5079, 7253, 7254",1.7469921133357589
ID701800237,2,"6224, 7523","7335, 5044, 7547",1.1908562397369025
ID206440371,Not specified,7815,5238,3.489682164335008
ID520670555,4,"5162, 5396, 5645","6843, 7206, 7744",2.839026969865298
ID928681997,2,7508,7459,3.8950826792872295
ID435119332,2,"7851, 5161","7724, 7906",1.8273610567498053
ID474144452,2,7355,5450,3.3503490891492564
ID798485022,1,"6886, 5180, 5497","5441, 7314, 6399",2.7936912113998127
ID614068002,4,7748,6336,5.065184665631078
ID554224384,4,"7447, 7444","5290, 6370",5.70130210533814
ID822127655,2,"5633, 5391, 5208","5758, 5048, 6835",5.300541008321319
ID358331960,4,"7225, 7789, 5043, 7929","7818, 5265, 7132, 5106, 7494",5.8917136808008514
ID252916693,5,7283,"7159, 6750",3.369971681031063
ID271121679,Not specified,"5320, 6091, 6378","6326, 5570, 7708",4.577446427180532
ID210298159,2,5641,"6674, 6369",0.6752558083390929
ID619512798,Not specified,"6810, 6901, 5537, 6091, 6257, 7801, 5324","5152, 7267, 6923, 5229, 6122, 5907, 7455, 5248",1.629506134170489
ID614360692,4,"7242, 5330, 6048, 5099","6354, 6897, 6191, 5854, 5058",5.17803046840422
ID829549313,4,7059,6040,3.2137680842644594
ID70321668,3,"5585, 7327, 7246, 5339, 7106, 6111","7922, 6022, 7700, 5792, 5439, 6589",1.6852433671898293
ID394498238,5,7616,7695,4.176935582336153
ID913861988,5,"6727, 7013, 7744, 6759, 5461, 7718","6962, 6029, 5570, 6077, 7084, 6411",0.9597177400848618
ID310556233,3,"7113, 7243","6354, 7120",2.20618629702511
ID324074476,3,7595,6911,1.2018655239268448
ID119134065,2,7736,5348,1.369858998976487
ID697909446,Not specified,"7272, 5227, 7833, 5168, 6870, 7386","6383, 7943, 7921, 7266, 7497, 7619",2.004202131178349
ID633875436,3,6087,6946,2.2953042884423853
ID706379520,3,5251,7394,6.991774127574705
ID117038035,3,"6367, 5766, 5742, 7568","7520, 7007, 7942, 5358, 7923",3.6136723991989945
ID397442428,1,6865,7068,1.5043541764159634
ID394879648,2,7121,5374,2.451731199261496
ID13872814,Not specified,6054,7481,0.2540317458070285
ID775841971,5,"5490, 7945, 5863, 6030","7527, 5852, 7678, 5315, 5053",3.761889575120529
ID4784436,5,5542,6709,0.0
ID430770491,4,6127,5442,7.755769319581011
