Book ID,Book Genre,Barcode,Difficulty (Reader suggested),Number Of Words,Price (2017),Price (2018),Most Sold At,Number Sold
5792,25,#25-426507,2,3067,21.117976536105548,21.320294524376177,EduBooks,1167
5793,29,#29-401414,5,342,40.68125915340532,42.12259921978529,Daniel's Bookshop,1436
5794,6,#6-403438,1,4544,46.48109123240844,47.89952064860009,Level 5 Daniel Shop,1191
5795,16,#16-348718,1,110,41.84469819517965,42.00749865235666,EduBooks,3501
5796,23,#23-365684,2,4168,29.261867440585526,28.811273484189297,PythonBooks,498
5797,2,#2-334657,5,3757,42.93927840683461,43.70036607954173,PythonBooks,3290
5798,24,#24-372102,4,4661,17.98881936289613,19.139704066361567,DHC-Online,3837
5799,2,#2-395828,4,553,46.016575688241716,46.67431788123622,Level 5 Daniel Shop,3615
5800,2,#2-452102,1,410,5.079342393588854,5.538027533525968,Level 5 Daniel Shop,4036
5801,6,#6-462199,2,1272,4.0647778329588755,3.6299503642394733,DHC-Online,2596
5802,29,#29-333636,3,399,40.002535881090225,41.64335068945135,Daniel's Bookshop,692
5803,27,#27-458119,2,3893,30.515390438940106,32.41589999745315,Daniel's Bookshop,2148
5804,2,#2-410428,4,4116,26.792553146326867,27.992899993562805,PythonBooks,1778
5805,23,#23-364508,1,3693,36.10091767806789,37.7666602316086,Daniel's Bookshop,1413
5806,11,#11-470948,1,2220,15.153358585225526,16.394642111166398,EduBooks,4248
5807,23,#23-453339,4,4092,38.43905933347573,38.9575036795709,PythonBooks,3861
5808,6,#6-305511,5,2490,30.853459424008904,30.747920837529275,Daniel's Bookshop,3482
5809,1,#1-435694,5,2545,46.421255054536395,47.61314307955951,Daniel's Bookshop,3530
5810,7,#7-436687,1,425,19.649852219848547,19.62781575237828,EduBooks,2607
5811,8,#8-479774,3,2271,5.587621985789589,6.946435185618883,EduBooks,1913
5812,21,#21-361711,1,883,7.917800558081215,9.605580860731042,PythonBooks,1350
5813,25,#25-452501,1,4973,6.8180656111640054,8.310512654569475,Daniel's Bookshop,2410
5814,5,#5-385668,5,4034,24.98250238443448,25.521974790951276,Daniel's Bookshop,1931
5815,4,#4-450487,4,450,25.963430282064543,27.696229782068126,Daniel's Bookshop,3037
5816,14,#14-306671,2,3651,33.19018653901913,34.07583635914426,EduBooks,1510
5817,6,#6-442085,1,3531,30.581971282339886,32.20262189156219,Daniel's Bookshop,4443
5818,29,#29-393343,5,2973,32.933913752177986,32.51847532677219,EduBooks,2970
5819,25,#25-493736,3,1736,34.99788629984106,36.79285249483257,DHC-Online,757
5820,12,#12-495540,5,604,26.382351945650694,26.44742619642464,DHC-Online,2767
5821,5,#5-359069,2,4560,20.644702434143532,21.820462784335664,EduBooks,4951
5822,6,#6-342999,1,922,26.899540717600974,26.63952194553689,PythonBooks,247
5823,7,#7-447391,5,2877,25.24161319303632,26.550622782097445,PythonBooks,3250
5824,17,#17-461247,2,2389,32.87758530659948,33.63768195237767,Daniel's Bookshop,3380
5825,4,#4-453602,4,3135,30.34718281770858,31.53365501896884,Level 5 Daniel Shop,517
5826,6,#6-497888,3,1712,29.446284337966578,31.292176689321096,PythonBooks,802
5827,4,#4-464234,2,2885,19.510062940451146,20.46313766404817,DHC-Online,2710
5828,23,#23-436418,3,4464,32.79078920795583,32.57844619476786,Level 5 Daniel Shop,1106
5829,2,#2-331998,4,2246,49.012355206644685,49.22452723939579,Level 5 Daniel Shop,4052
5830,10,#10-453870,2,4175,1.920046523905563,2.91114559189083,EduBooks,3860
5831,17,#17-374768,2,4760,31.35280138189181,31.85475244322173,EduBooks,3090
5832,3,#3-473839,4,2856,21.069611500937377,21.275019828418273,Level 5 Daniel Shop,2191
5833,27,#27-342292,5,1971,10.686811068997155,11.45131273991474,DHC-Online,418
5834,14,#14-434101,2,3066,12.622119180690005,12.988839274481055,PythonBooks,3614
5835,25,#25-457283,5,3150,47.982263035413204,49.74156200197088,Daniel's Bookshop,3569
5836,2,#2-358291,3,1492,30.74028552092304,31.846705402117642,EduBooks,1471
5837,26,#26-370667,4,569,21.695114169648676,22.717960892372535,EduBooks,195
5838,18,#18-313003,5,3652,24.918841679913704,24.51338445795155,EduBooks,1491
5839,21,#21-447658,3,4141,18.942743377002135,18.540095161334804,Daniel's Bookshop,4750
5840,6,#6-422610,1,1865,8.181009761107283,8.376171683423248,PythonBooks,679
5841,22,#22-491505,2,1003,27.823130578227936,29.09617593914793,PythonBooks,628
5842,6,#6-403078,4,3164,20.245681243013543,21.392746092056324,Daniel's Bookshop,2952
5843,16,#16-409513,3,1121,36.62616589226324,37.722342670794085,DHC-Online,3158
5844,29,#29-492062,3,4071,39.703601942013954,41.50063277571099,Daniel's Bookshop,895
5845,24,#24-461365,1,1525,9.903286368759925,11.012414606196309,Level 5 Daniel Shop,3088
5846,6,#6-497623,3,1938,39.02710928272807,40.107507922921336,DHC-Online,3147
5847,9,#9-354015,1,4869,27.951933177925394,27.820102656011965,PythonBooks,737
5848,23,#23-375824,1,1123,11.04758792642304,12.40225084908449,PythonBooks,2903
5849,7,#7-353481,2,2904,23.459444088619414,24.60607393221336,Daniel's Bookshop,3062
5850,17,#17-455061,1,2427,7.672245147283403,8.459759996002761,PythonBooks,2678
5851,11,#11-498906,2,3152,40.5568244711171,41.437154174161165,PythonBooks,4186
5852,17,#17-318476,4,2912,8.705289416435436,8.658432026256266,PythonBooks,2995
5853,14,#14-387614,2,2038,33.15744668193889,32.885326828509776,Daniel's Bookshop,1667
5854,0,#0-389410,4,1139,6.019190694058846,6.462731500786208,EduBooks,3285
5855,27,#27-423070,3,343,5.217114861690723,5.704982134699867,EduBooks,3035
5856,26,#26-424663,5,4648,3.7185884068105413,3.333216222309412,Level 5 Daniel Shop,1668
5857,20,#20-318841,4,2865,41.88886367920232,41.900215944034315,Level 5 Daniel Shop,4776
5858,2,#2-339003,1,4361,26.60008727803918,27.62636468598356,Daniel's Bookshop,3979
5859,28,#28-426957,2,4016,8.69437078032396,8.996603782809554,DHC-Online,2679
5860,25,#25-477970,1,4444,32.510558173318785,32.96147938083052,DHC-Online,989
5861,17,#17-349135,4,4944,7.997245917135239,7.6755656899233315,Level 5 Daniel Shop,1537
5862,26,#26-385472,4,3321,15.944918164895203,16.932000641230612,Daniel's Bookshop,2597
5863,29,#29-406410,2,697,49.56242791688383,50.900453158502366,Daniel's Bookshop,1817
5864,11,#11-469638,3,2128,3.0183555920477794,2.5595389385281324,Level 5 Daniel Shop,2559
5865,28,#28-356705,4,4561,6.812110001544896,7.4052767465452,PythonBooks,3780
5866,14,#14-480180,3,3620,33.71649039410802,33.42186222037116,PythonBooks,4538
5867,10,#10-307222,2,1245,49.030502239249884,49.64827247362603,Level 5 Daniel Shop,3404
5868,18,#18-325460,1,4640,48.35428023637728,48.51475084907502,DHC-Online,3007
5869,6,#6-481215,2,2713,40.64014331363635,40.590672755492704,DHC-Online,2530
5870,1,#1-307866,3,1054,21.545441930169027,21.291048185823822,Level 5 Daniel Shop,4439
5871,5,#5-322516,2,4277,27.142062898677754,28.389084404181393,PythonBooks,3960
5872,8,#8-401679,1,3027,45.50681230293676,45.668548472641795,Level 5 Daniel Shop,1256
5873,3,#3-499122,1,3894,29.248563319684095,30.23888480824329,Level 5 Daniel Shop,845
5874,13,#13-413545,2,4763,24.474886122484573,25.053957638904194,DHC-Online,1364
5875,8,#8-488646,1,2702,6.098275562701307,7.058236801847951,EduBooks,4885
5876,16,#16-472055,2,3477,9.479600903015077,10.885091290828075,DHC-Online,4771
5877,9,#9-435546,4,113,24.315443548515667,26.050741468005565,Level 5 Daniel Shop,3373
5878,26,#26-310619,5,1705,10.862689592208206,12.568745702865163,EduBooks,707
5879,4,#4-362585,2,2140,41.93467440683547,43.53894924884777,EduBooks,1633
5880,29,#29-324070,3,4524,24.235340866109567,24.10451284898069,EduBooks,4506
5881,8,#8-348713,5,572,20.004411082128076,21.276973798802366,DHC-Online,4540
5882,2,#2-468199,5,2696,35.871600580994034,36.88784414945864,DHC-Online,183
5883,23,#23-441608,3,2717,31.8654771925507,32.02985501079576,PythonBooks,1349
5884,0,#0-316525,2,4110,46.38108375212274,47.608766440343,EduBooks,4393
5885,30,#30-499911,5,911,24.834154047243086,26.253182236956917,DHC-Online,766
5886,8,#8-339096,4,119,40.87910524536958,42.46899189741373,EduBooks,285
5887,2,#2-483049,5,170,42.849125601539804,42.56477754852561,Daniel's Bookshop,2695
5888,24,#24-309976,4,3208,9.811322258455089,10.65203527112878,PythonBooks,3689
5889,21,#21-336700,2,1662,29.17321286376796,29.72542654848079,Daniel's Bookshop,4883
5890,3,#3-398538,5,1708,24.881215997136692,25.307252270603538,DHC-Online,1223
5891,21,#21-408793,4,1843,49.063577806335026,49.56472899823261,EduBooks,1795
5892,30,#30-334879,1,1069,27.81329987636556,29.37338004852701,Level 5 Daniel Shop,550
5893,24,#24-485535,1,1538,18.54729399392496,19.787649635098944,Level 5 Daniel Shop,2300
5894,23,#23-430114,5,3304,17.138605391160006,17.32113255420124,Daniel's Bookshop,4128
5895,10,#10-384864,3,3741,11.699454507195979,12.335185921139765,DHC-Online,514
5896,16,#16-381458,5,3937,13.949030682799767,15.228741242415168,Daniel's Bookshop,2761
5897,25,#25-496506,4,1242,41.17686836118966,41.785993327917204,Level 5 Daniel Shop,4444
5898,22,#22-455023,4,982,46.84664760838134,47.44832351529601,EduBooks,4924
5899,26,#26-374890,3,359,11.294491827006818,11.725889066855643,Level 5 Daniel Shop,1192
5900,6,#6-418885,5,1816,3.4300348666720595,5.413493234073816,Daniel's Bookshop,489
5901,28,#28-313956,2,620,8.731740311576667,8.23373750448479,DHC-Online,2924
5902,24,#24-406110,1,938,10.751207352390443,11.716796752914512,EduBooks,3642
5903,20,#20-424088,2,1825,27.358218020748573,27.55080662660116,DHC-Online,4998
5904,7,#7-418146,5,2475,6.91397127411281,7.331317672243303,DHC-Online,2294
5905,29,#29-492596,2,1560,11.378941564758094,11.1772676402057,Daniel's Bookshop,408
5906,18,#18-318540,5,4027,46.88163813692723,47.86788417608989,PythonBooks,3078
5907,12,#12-408171,5,1097,15.318488816344418,15.222940217009173,DHC-Online,2150
5908,26,#26-440051,2,2037,38.34843162887473,39.17796213086456,PythonBooks,2137
5909,13,#13-369041,1,3382,4.994975211689052,6.701651710212386,Daniel's Bookshop,1688
5910,12,#12-432213,4,4984,40.26353091253994,40.61930298052522,Daniel's Bookshop,3464
5911,18,#18-402361,2,2504,44.34235373653687,44.47968748438518,EduBooks,4436
5912,9,#9-450118,5,1964,29.318030347818173,30.372961061498852,Level 5 Daniel Shop,2169
5913,21,#21-481491,4,4477,31.481385241559302,33.4531142012601,EduBooks,1545
5914,1,#1-330247,4,3363,49.5117228731401,49.718144544495566,Daniel's Bookshop,2449
5915,7,#7-418329,2,2570,48.54217787508426,49.673103953979336,EduBooks,2508
5916,18,#18-367038,2,3271,47.99374938686496,49.70185104819696,DHC-Online,2496
5917,24,#24-420359,3,4556,23.840228713472754,24.577879621106632,DHC-Online,394
5918,21,#21-461003,4,3592,43.6559857146769,45.59125773310362,Daniel's Bookshop,3688
5919,8,#8-442615,4,2972,33.876022708190796,35.867150805607636,Level 5 Daniel Shop,694
5920,7,#7-489498,5,4547,31.445451836833662,31.539663229177425,Level 5 Daniel Shop,810
5921,12,#12-427053,3,4267,41.17545653821319,41.41534485957999,Daniel's Bookshop,3265
5922,6,#6-336312,5,2174,29.460057571656446,29.967228292232864,DHC-Online,2977
5923,20,#20-401413,4,3737,42.7616970891583,44.1333125359089,Daniel's Bookshop,4363
5924,18,#18-479815,2,2478,11.444081794422246,11.016082383631293,EduBooks,2613
5925,16,#16-304223,1,3821,5.45978880752816,5.350811963988296,Daniel's Bookshop,2885
5926,30,#30-382817,5,1751,20.83452630958348,22.080644903437246,Level 5 Daniel Shop,2276
5927,21,#21-495245,2,450,28.83217413492919,29.85785827946587,DHC-Online,4624
5928,13,#13-300244,1,458,40.78665658009583,42.3413545385182,DHC-Online,946
5929,4,#4-348564,3,4253,21.17325437295498,22.318297389769107,Level 5 Daniel Shop,3670
5930,28,#28-431891,2,1815,11.625146524942705,12.64197997156801,PythonBooks,3393
5931,30,#30-341723,2,2316,28.550514404922804,28.16455616259164,PythonBooks,1031
5932,13,#13-459116,3,4158,45.44260018771104,45.755907967547145,EduBooks,2503
5933,8,#8-387314,1,3577,23.118501476424125,24.801425290718704,Level 5 Daniel Shop,3310
5934,24,#24-470358,5,597,6.725820360018342,7.698206003143087,EduBooks,2450
5935,26,#26-408899,5,2924,30.109691236780975,30.327159679073088,Level 5 Daniel Shop,4813
5936,20,#20-328410,5,1881,18.06994404169781,18.012348057981924,Daniel's Bookshop,4366
5937,14,#14-491448,4,4097,41.296320531184655,42.156430929444085,EduBooks,3364
5938,27,#27-479954,2,4593,40.42696119163693,39.95797189055545,Level 5 Daniel Shop,4122
5939,0,#0-477083,5,4596,21.98541884575822,22.120594556693305,DHC-Online,3375
5940,15,#15-427143,2,2692,42.826113619825655,43.526317943039565,PythonBooks,4300
5941,23,#23-416786,3,3239,40.31305930739737,41.70951330534376,Daniel's Bookshop,525
5942,26,#26-454705,2,4161,46.44831609842724,47.056117078801094,PythonBooks,3330
5943,2,#2-496148,4,1675,2.4281609994425777,3.3736101535784373,EduBooks,2916
5944,8,#8-436748,3,1836,30.702093815979335,30.431334089458975,EduBooks,2052
5945,21,#21-468592,5,4626,34.943223624479245,36.83189281804607,Level 5 Daniel Shop,4002
5946,7,#7-410379,3,965,43.30722127999626,43.27202152913424,PythonBooks,899
5947,24,#24-493299,5,462,20.0219715375816,21.704640330397947,PythonBooks,178
5948,28,#28-369784,5,532,46.96160904119435,48.866225011035326,PythonBooks,4945
5949,27,#27-400466,5,3137,8.790568483881552,9.120701152642859,Daniel's Bookshop,2438
5950,25,#25-358713,4,1997,34.281739878552095,34.10588999083102,EduBooks,878
5951,13,#13-363750,5,4047,40.09176622826391,40.37874916180566,Level 5 Daniel Shop,2397
5952,10,#10-314868,2,1910,33.17950024549901,34.485363005012914,PythonBooks,2020
5953,14,#14-416539,3,683,34.15866986276012,35.0583221732134,DHC-Online,4030
5954,21,#21-321126,3,2976,36.28287475966319,36.65426772003679,PythonBooks,1518
5955,5,#5-404535,5,2018,15.066889540487518,15.59951609244856,DHC-Online,185
5956,10,#10-446874,3,551,36.948021953674036,37.11666434295962,EduBooks,232
5957,7,#7-419118,2,4115,45.10146869656497,46.02596464998281,PythonBooks,4823
5958,17,#17-468866,4,3029,30.162322882493836,31.364596262443477,DHC-Online,1374
5959,16,#16-357275,4,185,3.3935917675735316,3.4253769891974426,EduBooks,4904
5960,1,#1-376940,3,2541,9.64221307417605,9.71849376183587,Daniel's Bookshop,4067
5961,5,#5-474969,1,1551,3.686836621841141,3.69351343715939,DHC-Online,2419
5962,19,#19-347763,2,1164,31.300764778379715,31.3131466907878,Level 5 Daniel Shop,4396
5963,18,#18-304502,4,137,20.129082370096626,20.469446919642966,EduBooks,1945
5964,10,#10-336494,4,3031,25.705774888234647,25.783779554162475,Level 5 Daniel Shop,2861
5965,17,#17-438674,4,708,25.55502010492097,27.13962569648451,DHC-Online,3075
5966,20,#20-374086,2,3600,33.55286743647364,35.533329735386346,PythonBooks,4980
5967,0,#0-373418,5,4808,13.19865366593178,15.101773212976003,DHC-Online,461
5968,25,#25-391006,2,1386,4.948779432885882,6.614529450148951,Level 5 Daniel Shop,3042
5969,8,#8-483827,1,335,13.564148491803508,13.711578706111574,DHC-Online,228
5970,27,#27-474165,3,1450,40.45210874136007,42.120613211515845,Daniel's Bookshop,2578
5971,19,#19-409626,2,1198,32.49694995501088,33.42802743717735,EduBooks,2288
5972,14,#14-405174,1,3353,42.768600226934055,43.1969553434228,DHC-Online,1740
5973,23,#23-332216,2,4204,32.07706087858583,32.193243852869216,Level 5 Daniel Shop,451
5974,28,#28-398096,3,381,43.819177516801815,43.49787380924957,EduBooks,1052
5975,17,#17-311818,4,1878,28.84232796168929,29.98929282139806,DHC-Online,737
5976,2,#2-432669,3,3354,21.5349127737835,22.056105415930077,Level 5 Daniel Shop,2281
5977,21,#21-497989,1,4845,44.22826438603395,43.86128796729529,DHC-Online,588
5978,16,#16-394207,5,819,40.68322366450549,41.06822124101053,PythonBooks,417
5979,24,#24-312289,1,4127,37.07156862524889,36.90244575343908,Level 5 Daniel Shop,2240
5980,8,#8-429960,4,1419,17.578811107259344,17.081570833408268,Level 5 Daniel Shop,4867
5981,27,#27-499882,2,1980,6.663237772300398,6.697674646952516,EduBooks,2348
5982,19,#19-418625,5,1939,1.7171759430623434,2.4354412090505613,DHC-Online,4216
5983,1,#1-381139,3,3910,5.265275823570431,6.798965899169428,Daniel's Bookshop,2628
5984,15,#15-445478,3,2342,26.09115889410482,26.185169867929297,DHC-Online,2252
5985,16,#16-365031,3,2341,12.360109826729845,14.263200630694296,Level 5 Daniel Shop,3759
5986,18,#18-448210,3,1850,14.895611660026288,14.46979128668795,DHC-Online,2168
5987,18,#18-372216,3,4738,32.60033283854756,34.40089301928632,PythonBooks,1317
5988,8,#8-387441,3,2560,10.630260000111313,12.09819111808698,PythonBooks,2897
5989,4,#4-402695,4,3712,36.06252876734817,36.62922668962964,Daniel's Bookshop,206
5990,21,#21-414898,3,1453,29.608624422519416,30.504379630976857,EduBooks,4306
5991,12,#12-390651,1,1437,33.28918831064624,33.56215852126535,Daniel's Bookshop,455
5992,11,#11-419430,2,2660,17.00310315512277,16.933432319605267,PythonBooks,4935
5993,30,#30-416413,3,3873,5.299221900413325,5.579228140673102,Daniel's Bookshop,3545
5994,25,#25-322720,5,3004,40.96414821536956,41.12791212220071,PythonBooks,598
5995,10,#10-366866,1,3235,40.30517309170605,40.273902796710175,EduBooks,464
5996,19,#19-308309,1,2071,2.2070631325522,3.277169485086036,Level 5 Daniel Shop,2939
5997,10,#10-476963,1,2330,35.97191995280903,37.67887998147868,EduBooks,1495
5998,18,#18-444245,4,1647,16.01827336485145,16.232237211589144,DHC-Online,3392
5999,4,#4-446105,4,4239,1.3041914646784836,1.4807078896568477,Daniel's Bookshop,4541
6000,25,#25-487141,5,3817,12.941467002235836,13.556301911702498,EduBooks,321
6001,27,#27-307035,4,2826,46.471748482633544,48.30085249394377,EduBooks,2258
6002,13,#13-363227,3,4878,29.521871161272728,29.878132517256507,PythonBooks,2708
6003,20,#20-481538,2,4756,8.431632334648222,9.852656658438034,Daniel's Bookshop,1327
6004,11,#11-432379,5,1175,34.35402768514591,35.790998844290016,Daniel's Bookshop,2223
6005,30,#30-438389,3,2133,22.635100692983222,23.22317545409061,PythonBooks,2915
6006,17,#17-368785,2,732,9.935597799883174,10.743318855510777,Level 5 Daniel Shop,3248
6007,10,#10-373516,2,1009,43.557916815761516,45.222747857590264,PythonBooks,2018
6008,7,#7-485997,1,4869,26.933869016960802,27.148581735928477,DHC-Online,730
6009,17,#17-402107,4,3328,34.468818988203694,35.16238255404295,PythonBooks,1686
6010,9,#9-460315,2,1302,49.867786391880024,51.23556854517358,DHC-Online,2003
6011,30,#30-416858,2,1535,48.381647062359434,48.114373513613664,Daniel's Bookshop,4467
6012,5,#5-448719,3,4893,28.916217133064745,30.35266065969798,Level 5 Daniel Shop,3252
6013,6,#6-465833,5,4081,13.39114224374096,14.730392898291255,Daniel's Bookshop,3120
6014,20,#20-460336,1,1171,42.174882179954686,43.729684319007355,EduBooks,4446
6015,27,#27-328488,3,2015,21.55799786256738,21.98018325014693,Daniel's Bookshop,2524
6016,10,#10-454914,1,450,19.117877206460285,20.16070848986411,PythonBooks,1536
6017,27,#27-340975,1,1171,38.1971469627711,38.77115849465235,PythonBooks,1956
6018,7,#7-458052,4,2383,6.709809861015209,6.926800072161983,EduBooks,3999
6019,23,#23-423121,2,4762,8.25143030431311,8.355258007346869,EduBooks,294
6020,27,#27-356691,3,4148,17.495366794578565,17.361285658490953,EduBooks,4657
6021,30,#30-464689,5,2219,6.320994381744243,6.1400741561991055,DHC-Online,3761
6022,25,#25-355040,3,1026,8.751476966657442,9.069637935854091,DHC-Online,3660
6023,9,#9-433448,3,104,41.529577250178924,43.35747459076113,EduBooks,2953
6024,19,#19-456016,2,675,7.287207323396035,7.289236764729731,PythonBooks,4595
6025,7,#7-367320,2,807,3.983813378867799,5.4154092563366305,Daniel's Bookshop,4041
6026,4,#4-365761,1,4675,3.1660650615974104,3.9510225609812837,PythonBooks,1790
6027,16,#16-427628,1,2939,43.365484061157744,44.10821900924939,Level 5 Daniel Shop,1970
6028,11,#11-455566,1,4667,3.9694570144123418,5.832948430700929,Level 5 Daniel Shop,2870
6029,16,#16-316259,4,2123,48.97649870169372,50.29643894718978,PythonBooks,1016
6030,17,#17-331026,5,3957,11.146258387075537,13.101876267676726,Daniel's Bookshop,2533
6031,6,#6-343683,2,1694,25.841500239507177,27.118406973686884,Daniel's Bookshop,1039
6032,8,#8-311356,3,1458,19.78904509575182,21.349199948747295,DHC-Online,1133
6033,15,#15-323620,2,3883,24.81121981822749,26.407231642045783,EduBooks,3749
6034,5,#5-395749,2,281,14.912534246950745,14.608340883256934,Level 5 Daniel Shop,3822
6035,4,#4-460227,1,4548,40.79309411710435,42.481067453800954,DHC-Online,3215
6036,27,#27-422080,4,4115,31.80836095815156,31.931439598708067,Daniel's Bookshop,1649
6037,24,#24-364806,3,543,27.953199224493698,28.927599420907395,EduBooks,4531
6038,16,#16-389839,5,396,25.47608598014953,26.754728170416985,EduBooks,2049
6039,18,#18-303180,1,1112,48.94671850494925,49.31386790767556,Daniel's Bookshop,2121
6040,30,#30-376076,1,4952,48.89200871462917,48.45012883818276,EduBooks,4769
6041,29,#29-478406,1,832,44.50762455993456,44.14658016604608,Daniel's Bookshop,3957
6042,14,#14-457359,2,2514,20.890996428731682,20.53242189771779,Level 5 Daniel Shop,2526
6043,3,#3-374908,2,2842,31.730011916565296,33.695999598936595,Level 5 Daniel Shop,783
6044,26,#26-353659,1,3172,32.412950752876625,32.16478459732833,Daniel's Bookshop,2049
6045,26,#26-468164,3,200,47.230829130999886,47.914386163031935,DHC-Online,4223
6046,14,#14-354696,5,3717,28.653567680365832,28.984404813439653,Level 5 Daniel Shop,4357
6047,30,#30-337295,1,1942,39.37236250339836,39.63784200041593,Level 5 Daniel Shop,1693
6048,25,#25-341454,4,2349,34.62992057013199,35.90601522822915,Level 5 Daniel Shop,2551
6049,2,#2-383733,4,1403,1.5281617640381322,2.1936133063690613,Daniel's Bookshop,4801
6050,24,#24-481148,2,4050,18.535777256711427,18.260609940958805,EduBooks,3079
6051,21,#21-396363,5,2925,35.58190580482265,36.72494873727455,Level 5 Daniel Shop,679
6052,23,#23-432467,3,2645,3.868884542751557,3.7750228652583036,EduBooks,2679
6053,24,#24-438818,4,4885,19.699926640401145,19.31854001295784,PythonBooks,1569
6054,8,#8-448629,1,2389,2.6733430651308705,2.194917914687834,PythonBooks,4741
6055,28,#28-499891,3,3604,18.699533895867777,19.84478319252523,EduBooks,2723
6056,24,#24-383979,4,4511,47.63104666616155,47.54236320210578,Daniel's Bookshop,3585
6057,1,#1-304881,4,795,35.38509156475044,36.30782930554696,Level 5 Daniel Shop,3151
6058,28,#28-340953,3,1593,43.30028639530945,45.08931835000518,EduBooks,672
6059,27,#27-411709,2,1609,4.834900492917094,6.57206416989521,Level 5 Daniel Shop,3704
6060,11,#11-487559,3,3013,45.774016415856245,46.91181770670584,Level 5 Daniel Shop,1730
6061,1,#1-440367,4,3680,42.25207930482089,42.13308360834502,PythonBooks,1466
6062,15,#15-367447,5,2761,32.37527558371316,31.90000086191931,Level 5 Daniel Shop,357
6063,3,#3-378956,3,4727,21.944187108116495,23.472288915148926,Daniel's Bookshop,1013
6064,10,#10-354539,4,152,2.5957193527711,4.393682477588433,Level 5 Daniel Shop,1158
6065,5,#5-330486,1,4089,18.834363940413212,20.446190644767434,PythonBooks,957
6066,18,#18-381951,3,1923,25.556273943272643,26.02740362861457,Level 5 Daniel Shop,3548
6067,10,#10-399124,1,3740,5.53365818540602,7.0698579893601785,EduBooks,3444
6068,27,#27-365411,5,3028,35.03564183505372,36.39013585547087,DHC-Online,4641
6069,11,#11-483739,1,4311,12.57767576110951,13.43780643211596,Daniel's Bookshop,2752
6070,3,#3-312218,1,3863,25.60847192397927,27.59934702144418,Daniel's Bookshop,781
6071,26,#26-457264,2,681,1.4364340722449507,1.66437671475956,PythonBooks,322
6072,9,#9-450600,2,847,36.73193842392347,36.62833038403922,Daniel's Bookshop,2428
6073,29,#29-360518,2,2526,45.79011760878124,47.65888886401908,Daniel's Bookshop,2840
6074,3,#3-398695,3,3612,31.507596553590847,31.9845940521313,EduBooks,3334
6075,19,#19-416780,5,821,40.43547160518281,41.80797468924161,DHC-Online,2744
6076,11,#11-446458,4,2080,47.073375675624895,48.41090718551219,EduBooks,4519
6077,15,#15-389178,3,4514,18.812665079784185,18.53184049717191,PythonBooks,395
6078,29,#29-473567,3,3559,8.587061469277451,9.194988639829493,EduBooks,4935
6079,6,#6-483017,5,1688,37.46739899062672,37.797998144566726,EduBooks,4824
6080,8,#8-395322,3,883,36.07808035316507,37.4481912386572,EduBooks,4720
6081,29,#29-335245,1,1074,7.122567346766328,7.316986391712727,Daniel's Bookshop,4070
6082,30,#30-477413,3,494,34.180927612562165,34.029390101484296,EduBooks,2944
6083,12,#12-468997,3,1837,16.646599849123767,18.28374334364826,EduBooks,660
6084,11,#11-325084,5,4919,16.542074388075324,17.94808938000084,Daniel's Bookshop,4764
6085,20,#20-305593,1,2734,20.233099691147995,21.60081540660331,DHC-Online,3015
6086,5,#5-325514,5,3701,29.359708259065002,31.30865673575311,Level 5 Daniel Shop,486
6087,5,#5-378872,3,1646,35.527675039200886,36.04846091606287,EduBooks,867
6088,12,#12-336186,3,2215,7.5532971187853155,8.845400756859329,Level 5 Daniel Shop,3176
6089,28,#28-456074,5,1382,39.57736505856129,41.24323496992967,DHC-Online,2939
6090,14,#14-425550,4,4382,8.735401730646272,8.658003309803886,PythonBooks,3913
6091,5,#5-493371,1,1141,42.41772582753732,42.87654267048681,Daniel's Bookshop,2605
6092,17,#17-475423,3,988,32.2457095382851,34.239196104739946,DHC-Online,3654
6093,30,#30-443033,1,1490,33.492506521306794,34.24097044469197,Level 5 Daniel Shop,4836
6094,18,#18-432426,5,230,40.97628498525421,42.43539521158831,EduBooks,114
6095,11,#11-353159,2,2355,11.095854107939525,10.869353102697675,DHC-Online,3840
6096,20,#20-331554,3,3990,32.95294873065306,34.7423074159558,EduBooks,153
6097,4,#4-327222,5,3998,38.32259413447344,38.93060963425683,DHC-Online,3842
6098,27,#27-455169,4,3811,16.881863316958032,17.87052927813345,Level 5 Daniel Shop,1926
6099,3,#3-352225,3,1818,25.410229279045762,24.997309227984232,Level 5 Daniel Shop,1263
6100,19,#19-489931,2,2210,24.068364779823096,25.885495101423977,DHC-Online,4857
6101,14,#14-347412,1,3514,1.8766555010484502,2.2200177356671227,EduBooks,303
6102,8,#8-431582,5,4713,13.550512656992646,14.329514874214734,Daniel's Bookshop,1853
6103,19,#19-306280,1,4907,26.739160373950888,26.756289467793458,Level 5 Daniel Shop,3048
6104,2,#2-484839,1,3232,6.267057842054047,7.720894347570897,Daniel's Bookshop,4748
6105,7,#7-322499,3,2988,5.662665506414981,6.943862895650888,DHC-Online,3780
6106,4,#4-326235,3,1420,11.83833714529516,13.680705196166834,EduBooks,4126
6107,18,#18-475082,4,3753,2.5788932134906615,2.8570282219835135,DHC-Online,4280
6108,5,#5-314869,1,4777,9.699525078836949,11.209120518254343,EduBooks,2686
6109,15,#15-482623,4,1670,48.646914150652556,48.78017939397877,Daniel's Bookshop,423
6110,13,#13-486601,4,2934,47.22839045279005,47.96883869442428,Daniel's Bookshop,1757
6111,27,#27-430518,5,624,48.0396485301643,49.130895210436634,EduBooks,2342
