Word ID,Word
5255,describing
2075,relief;
5919,supper;
5695,hardest
1380,for
1442,getting
495,likeness
3306,understand;
7472,_three_
1669,bourgh's
6040,wait
6676,society;
4490,regard;
954,clergyman
2501,deranged
2474,saturday
3817,duped
650,knighthood
2824,sounds
6642,managed
645,parted
448,overtures
3203,sphere
7443,dance;
7044,ordained
6730,gay
909,tidings
3416,artful
1619,quantity
4513,restraint
6461,moved
905,august
3842,tell
1852,amusements
1470,forgotten
979,resolution;
6912,recollected
1279,on;
7038,usual;
2278,send;
5768,swell
6216,sagacity
2382,lydia--what
299,respecting
8206,flirtation
2388,lizzy--if
4058,differences
2737,shrubbery
842,can
3282,six
4724,displeased
5101,extended
5453,created_
1413,ambition
4041,unembarrassed;
7909,distress;
7616,clue
5090,admire
1990,defect
7959,absence;
5459,distinguish
3297,missent
6814,involuntarily
4558,enraged
7732,duty
788,single
985,real
2889,outside
7410,impartial
2027,lovers
5551,additional
2245,sixth
6961,instruct
2676,bordering
5184,discharging
99,conquer
7787,minute
5558,none
5823,thought--re-considering
360,expressing
2922,great;
6353,updated
1602,studious
3097,sister's
541,taller
1935,admirable
1948,lucases
1367,for;
5146,gallantry;
1301,thereby
5222,remained;
6341,thoughtfulness
7320,discretion
4850,quiet
3494,commissioned
5689,ease;
7614,advantageously
7157,fix
4948,good-naturedly
2846,commendation
698,jealous
6753,fearing
2690,beforehand
2956,refinements
2012,decided
5060,witnessing
4908,reflecting
1023,indignation
7330,table
925,minutes
8049,lightness
6840,lucases;
191,quality
2828,reel
1304,morris
1564,ingenious
1654,blush
1493,elevation
3873,overlook
1011,preservative
0,granted
3145,unhappy;
8113,hunsford--between
1737,elegant
1735,exclaim
4538,polite
427,_hers_
5765,sight
403,declares
3744,seem
1227,pens
5897,head
1547,go;
6549,anecdotes
1574,flatter
7391,gratitude--for
3390,handsome;
2282,suitableness
7612,with;
3662,captivation
5961,copy
7244,computers
8154,instability
3301,with:--it
5990,active
1208,considerations
7721,miniatures
1916,felicity;
1013,profit
5577,closely
5162,uncertainty
6738,master--and
4437,sincerely
187,while
5061,truth;
6444,stateliness
6012,seclusion
6250,slave
7206,answering
5454,pigs
4808,deeply-rooted
3189,incessantly
2521,doubts
1273,severest
2223,boy
7297,inconvenience
3030,(what
899,oblige
6789,weak
2481,held
274,incredible
3948,jane--one
3672,river
6903,perceived
6413,impulses
7430,!--engaged
4889,proper
6311,sorrow
3315,vivacity;
8152,her--their
2625,52
6466,refuse
2685,subsequent
7467,appeal
6056,effect;
97,lest
3445,degrees
2823,liverpool:
7924,observed:
7696,inattentive
4867,adventure
980,strictest
4419,stays
7422,sense
5579,night;
955,alterations
410,thinks
352,sedate
2162,drawing-rooms
2529,impressing
5329,taste;
4770,private
2848,headstrong
4516,incautiously
3635,lydia
2986,glancing
2108,miseries
5064,hardened
6137,satisfy
5522,uncle
6050,drink
4173,unconnected
481,small
6099,circle
6225,whimsical
3653,expedient
5198,few
965,lived
4751,cheeks
6349,alarms
4141,wickham's
6421,sakes
6817,explanations
3719,pitiable;
1438,amidst
3419,brain
5810,paltry
7478,close;
7599,eloquence
7485,cheapside
4202,sinking
5691,supplied
5342,others--all
3645,use;
8213,testified
2840,weep
7248,money;
5964,infancy
7432,beg
6078,keenest
8117,friends'
7439,evening's
6183,women
7118,reply
1071,birth
7628,adequate
699,guarded
6837,hesitation
7895,imputed
8052,uniform
4251,difference
2557,encouragement;
5005,darcy's;
1357,plate
6130,enjoying
5135,1e3
6364,affinity
6901,stratagems
152,hat
8065,talents
916,mother;
4894,literary
5755,proprietary
7901,wits--and
1875,books
2993,peace-making
1284,imperfectly
2572,at
6671,communicativeness
7671,prosperous
4155,forty
5241,whose
2220,ill-natured
5575,agonies
1432,41
4820,ductility
7489,ordered
2969,valued--that
4262,unhappily
5081,vexing
4543,trust
3976,importance;
4321,virtue
7511,wife;
8189,hear
5145,stupider
4743,amiable--but
4976,expostulation
7100,alarmed;
7042,sense;
6365,re-use
752,'yes'
1486,pursuit
3166,inquiry
6292,pleasing
2005,respected
1204,god
3871,creditably
6862,expose
3785,feared
3746,flat
6940,violent
584,_spoke_
5038,envying
3344,dishonest--for
7368,preparations
3054,premeditation
6383,shed
6086,scandalous
3111,pictures
2612,endeavour
4044,dearest
5693,tenor
1296,evenings
5835,very
215,fill
3830,remarks
2105,question--and
6664,provide
57,british
2647,noise--the
6911,1e1
6866,january
6779,fireplace
7417,together
6143,willfully
7199,often;
8063,politely
1145,sonnet
8156,permitted
3233,marriage
4317,exuberant
1880,unaware;
6673,(c)
3171,say--she
4059,down
2535,gown--
3467,love;
2248,oxford
466,rapture
7542,therefore
377,captivating
6557,firmly
6478,vacancy
2129,fortune
7270,parishioners
244,admission
7249,spread
3224,rattle
7686,lived--and
3484,development
4655,privilege
3287,invitations
1120,b
6359,reconciliation;
5717,review
6910,felicity--to
5588,discouraged
12,unfolded
1480,afflicting
6354,visits
5390,storm
4541,intellectual
319,salutation
556,shoulders
7859,14
6287,unprepared;
1345,contained
326,incensed
6028,negligence
7713,bad--belongs
365,september
968,vice;
3298,infatuation
4683,discontentedness
7398,contrive
6171,keep
2576,actuated
6644,begin
6506,they
4018,expences
5032,passed;
5017,disappointments
1388,have
2531,leave-taking
5428,diligence
5443,jumping
2193,requested
1318,unstudied
3069,family;
8068,generous
4029,strictures
4546,i
4291,support
3986,tear
4959,elapsed
6441,indeed--that
8072,rank
1980,extravagant
6743,lofty
21,officers'
169,answers
4718,puzzle
3113,days;
6863,incredulous
526,him--just
561,discovering
2642,nature
7670,surveying
1713,it--nothing
3536,warmly
2811,likes
8211,exclaimed:
6938,argued
7186,friends--has
3001,28
1175,piling
2972,events
7653,selecting
1377,boys
4011,portion
6694,speeches
2763,irremediable
4794,duets
8118,glove
6669,me--such
2800,eligible;
175,left
7919,near
5654,obstacles
7024,inconveniences--cheerfulness
1895,conjunction
5495,right;
3663,leaning
2680,flattering
635,dispositions
5349,father;
6484,deferred
3908,concept
2582,studied
8185,self-command
6165,fame
5312,fidget
3037,grow
852,sixteen
7236,race
5735,appeared
2880,understanding;
4470,ran
8217,added:
5559,puddles
2074,violates
3088,misrepresentation
5318,sinking;
8077,breakfast;
874,because
4220,thus
7743,(does
6593,praises
6898,42
1409,superior
1662,44
5702,widest
5194,resigned
3443,hackney
6249,yes;--there
8024,impressive
2183,expressive
4232,disclaim
4520,knowing
4732,vices
2034,derive
112,synonymous
6314,entrance
7066,northward
3509,gaieties
6842,ensigncy
1728,_mine_
4289,speediest
445,announced
1965,webbs
5160,love-making
5181,nursing
1303,cousin's
4539,assent
3239,scheme;
7687,indulged
5947,nonsensical
509,suppress
5556,monday
3379,divert
1871,admittance
6105,cases
193,captivated
3129,endeavoured
5659,idea
4420,alarmed
3658,_this_;
4821,strongly
7999,pointing
978,_she_
3222,people
1234,tempered
3253,adieus
6265,vingt-un
2762,whims
7899,characterise
915,array
2953,ill-humour
6665,heaven's
4704,uncomfortable;
356,heart
629,pair
7207,michael
5978,it--or
3513,thoughtless
1382,what's-his-name
5140,refreshment
4234,commission
2508,void
6469,adhering
7518,hurried
5715,manner:--
6062,there's
4992,resuming
7504,lagged
5601,exists
3762,fellow
1096,partly
5737,sings
7936,good-will
3424,arrogant
3524,in
3333,licence
3131,carriages
1983,cheerfulness
7941,prohibited
6568,wore
6203,lock
7662,_remind_
5806,inconsistencies
4226,romantic
1909,work;
8216,horrible
1148,begins--but
313,illness--if
4268,forbidding
5383,felicitations
7125,shop
3452,direct
6483,vary
6188,tedious
4292,lastly
85,comforts
4760,raising
2347,wrote
7069,listen
232,explained
8021,colour;
6141,pride--for
2316,affair
2782,audible
3116,mamma
4795,projected
2943,supper
1113,deliberately
6574,unconsciously
6895,putting
7071,plan
2077,enter
7767,healthful
7083,frightened
4244,composure
7155,nicholls
6228,jumps
3290,done--done
760,aunt;
4628,cherished
4744,despising
260,comparing
2355,90
4380,ensure
2357,'this
2891,question--are
7282,pliancy
4107,won't
4376,error
3354,respectful
6095,to-morrow;
5513,quarreling
327,arrange
770,repulsed
6283,represented
806,histories
1552,clearly
3910,moment
646,supposing
4747,long
2983,ablution
3972,bride
6548,saved
1093,spirit
766,sermon-making
873,up--though
7819,echo
6514,probable;
540,busy
2200,figures
1953,_to_
72,argument
4862,unacknowledged
4257,overthrow
7501,middle
5096,equally
6930,insolence
1322,indolence
5784,wife's
5386,waiting
206,patroness
7492,wickham;
1216,performers
3586,daughter;
2530,patron
8,telling
1006,adds
3734,seconding
3564,inflicted
616,encounter
737,part
4904,reverie
4271,impudent
611,fear
4000,bows
5904,slightingly
8177,enjoy
7079,ever;
4164,breakfast-room;
3845,completed
6005,rambled
3636,undertaking
2920,drove
5075,worth
1776,awful
6103,easter-day
5480,watching
5334,high
1356,defiance
3258,http://gutenbergorg/license)
6344,vex
7530,appetite;
3456,quadrille;
3059,slacken
2752,trunks
5134,agreeably
4708,gentlemanlike
3792,ruin
7991,horsewoman
6797,silently
1141,mistaken
6788,attributed
8082,offering
3421,sanguine
5623,self-deception
1395,bell--i
6116,pulvis
6334,weakened
372,denied
3859,before)
3775,without
6947,performs
467,proof
2873,eyeing
2864,representations
6252,cambric
49,separately
1184,donation
2095,woman
4689,sixpence
3469,equivocal
3430,entered
5071,expects
6351,told--the
5380,attentive
5892,involuntary
4345,spasms
2884,vanished
5662,compassionate
5330,amusement;
4620,_much_
6785,perverseness
7605,stress
3251,admiration
1966,time
3673,waiter
4812,denoted
5479,who
4505,darcy
7243,subsisted
6993,gates
3733,_did_
6830,newby
3946,exercising
2257,dislikes
2154,condition
7470,mother--how
6419,
2772,undecided
5418,the
1882,agreeable;
4198,exciting
3591,possible--advice
2822,probably
2918,october
3182,undervaluing
6906,involve
681,wounded
1757,plain--but
706,glen
1917,happy--i
4393,clouded
8036,over-rated
7820,user
4409,man-servant
6975,unvarying
3317,saying
5420,attentively
4101,seemed
1449,sigh
3428,certain--absolutely
1118,govern
6905,paining
7011,_eldest_
4352,greatly
5758,variance--'there
498,indignation;
3807,16
4807,son
6481,uttered
1905,misconduct
7496,disgraceful
3492,losses
5126,distinction
7126,-
3320,forgiveness
3732,attributed;
3009,powdering
4024,magistrate
4378,succeeds
758,possessing
1643,essence
2709,damage
1072,disgrace
5926,inns
7078,natured
464,ostentatious
94,regain
5554,recommenced
6380,atonement
1555,impudence
3582,indelicacy
6887,disliked
4330,engaging;
3594,enabled
5033,unlike
7809,became
5745,calmness
1915,proclaim
1634,vestibule;
4910,train
1961,intimidated
6861,disrespectful
4283,existing
5637,communications
7365,november;
796,appeared;
4116,trembling
4607,unfortunate--but
2534,austerity;
4593,accents
6507,diffuse
5840,london
2366,tongue;
3137,thorough
4446,surrounded
1051,duplicity
5236,acknowledged;
6695,estate;
2493,preference
7033,existed
991,found
4015,instrument
4475,door-bell
4176,popularity;
1027,fairbanks
6370,give
3312,young;
2861,eluded
6801,explicitly
7575,_most_
2024,self-willed
2687,admiration;
2022,exchanged
7927,hypertext
2631,has
2460,you'll
5914,silence
348,yards
7381,plan;
859,mornings
988,correspondent;
7331,covies
8005,termination
1719,forsters
2252,opposite
5277,prepossessed
3163,infliction
4831,foreseen
4580,whence
7506,caught;
2540,delicious
4967,deceives
926,rob
5195,recognizing
1739,inquiring
2222,former
1769,completely
1475,crushing
5802,grandeur
1179,understood
6934,more
5538,year;
2882,precluding
3676,harm
3429,circumstance
1010,nominally
92,objections;
7015,disputable
864,accounted
3543,_some_
4270,accuracy
5973,forbid
4762,spoke;
917,declared
167,comprised
6854,country-town
3332,_own_
1127,settled
3249,dishonourable
837,home
3423,(b)
1014,received;
677,alternative
5285,sentence;
3670,disconcerted
1049,notice
80,abilities
7012,everywhere
5142,neglect
589,learn
1340,email
1103,accusation
6554,online
1363,dale
4053,breath
6733,firmest
5842,corroboration
4714,burnt
5092,perfect
7444,weighty
8019,prospects
6004,escaped
4688,engagement;
828,die
742,contrariwise
2062,damages
1558,legacy
7095,summer;
5787,binary
7188,affectation
3538,repeat
5387,continuance;
1133,hearers;
7644,four-and-twenty
637,'oh
600,guest
1962,tribute
1443,reflect
3184,win
3446,market-town
1913,meryton;
7639,?
3100,untamed
4627,finish
6798,tackle
4398,only--some
6117,sunday
5309,convinced
7711,exerted
3265,various
48,scarlet;
203,conceive
4421,chose
2138,captain
7661,appeals
6284,scolding
8202,extort
3770,tiresome
3436,watchfulness
2451,females
5362,capable
2561,unfavourably
440,singling
3726,evident
6289,instituted
1387,anyhow
5583,reasoning
1037,_my_
1251,discompose
5607,regretting
5853,honourable
306,formed
7479,arrived;
531,stored
7039,owned
1068,subjoin
4879,outstrip
4028,thoughts;
2266,mistress
4362,summons
2407,forever
7893,derbyshire;
5841,organized
1094,waited
8141,lustre
4614,partake;
8142,convinced;
6204,fellow's
3609,_is_
3057,altogether
1123,spite
1581,expression
1430,circulation
237,withdrew;
5968,repress
4201,either
1731,﻿the
1080,unreserve
4810,kindly
5361,suspense;
1551,riding
450,explained:
7617,deserves
5863,her
3852,selves
1608,unappeasable
4034,stretch
7649,disregarded
5581,disclaimed
5189,precision
2186,elect
491,to----you
8199,enemy
1710,desired
959,seldom
664,1e6
4789,its
537,troubling
3109,verses
5905,moment's
4612,gloomy
3795,brother
6707,compliment;
6332,resignation
5180,disarm
5149,self-reproach
3058,points
2350,plain
4632,vehemence
2938,what--something
1344,unsolicited
8200,unbecoming
3646,returned;
7502,could
4982,hat--a
7281,occasions
6880,confidential
4313,section
6552,birds
4225,desirable
7569,courses
2399,confidently
3659,inadequate
550,earth
2333,twelvemonth--she
4682,impatient
6159,ultimately
1616,statement
5726,collected
7627,ill-used
1968,confused
4840,heartfelt
430,her--for
7716,just;
1425,courted
6978,please
6347,personages
7273,_dined_
145,accede
5989,blinds
239,attachments
1280,household
3711,unluckily
5335,hearing
3153,wished
3939,re-read
6674,satisfied;
2110,unabated
6782,lucas's
7453,sighed
3365,privately
8161,thoughts
5265,gratitude
5878,suppressed
6455,can;
5849,regard
5681,temptations
19,monthly
5866,advantage;
4114,require
1523,play
2072,speaking)
5219,wandering
6768,application;
7063,reduced
3507,uncomfortable
4084,thence
5651,seats
6458,imagined
7900,idleness
3401,longbourn
3868,proving
7343,unsuccessfully
3181,worldly
4594,20
3197,ill-founded
3553,manner;
4368,arm
1198,apparel
5869,favours
1064,obtaining
198,charmingly
3096,custody
7335,maintaining
1137,lucas)
5985,reconciling
7873,bring--good
862,_wished_
4131,languages
6329,refrained
2275,discharge
7510,sure
597,(any
5976,others;
8212,shall
2247,punctual
5642,abundantly
7378,self-attracted
4005,matter;
1743,endless
3931,hart
3495,ruined
103,expence
7338,talker;
4549,exerting
7745,illustration
240,_ought_
1627,stroll
228,us;
1998,present;
281,phrase
6590,blasted
2933,astonishment
8091,warn
6036,overcoming
6251,guilt
583,outdone
693,think
259,offend
2163,resign
4564,plague
5751,lambton;
1655,56
3723,unavoidable
4144,proportioned
1447,sloping
1557,roasted
1992,chambermaid
8192,affront
4048,did;
3897,removing
7070,demand
1483,director
5676,players
4109,caused
7031,imaginary
6769,reference
6795,ill-tempered
3158,submit
2134,lessening
5463,uproar
2765,gouldings
1418,sofas
5199,abhorrent
557,hurst
5099,door;
3375,creature;
906,model
1349,let
923,herself
7306,interruption;
2724,complaint
2454,strongest
5114,still;
3985,christening
6835,visitors
7090,formality
6184,satirical
4663,8
4731,consistency
2112,manoeuvre
3558,beauties
7581,print
468,appetite
5167,rated
1461,disguise
1005,petticoat
778,nothing
5820,authorized
1987,disgust
7723,vigour
1861,courting
6675,liked--and
2185,objects;
3276,cold
69,freely
3216,rapidity
1578,!--she
578,extraordinary;
659,dearly
2410,brighton;
4616,indecorum
2730,country
4412,closest
1517,supported
1620,move
4613,information
5658,harmless
6142,irs
4965,instinctively
997,power;
2655,undo
3179,trepidation
2741,wanted
7336,readily
2413,?--is
6892,removed
499,taken
4190,cheap
3169,matter--to
4758,whichever
5939,lay
3776,blame
2255,effects
6859,edge
8153,convenient
5682,grievances
8137,dining
1488,_your_
688,acted
2613,union
7202,material
622,furnish
631,happily
371,_am_
5209,constant
7433,tenant
2197,presuming
6285,dozen
1533,reception
3176,remark;
3321,likewise
1180,beginning;
178,representation
1427,sermons
3913,novelty
3894,mode
7371,electronic
2981,tea;
4528,mince-pies
651,_never_
7026,houses
2770,livery
1082,welcomed
1508,irritation
4168,commerce;
992,unjust
4463,treat
7558,half-hour's
7727,guess
7579,bosom
3499,assumed
392,gutenberg
4643,sink
5886,considerably
4534,interest;
8027,fifth
389,streets
5636,husband
3917,uneasiness
6313,handsomest
2093,merchantibility
4956,nearer
6537,hills;
2845,serious
5185,inquire
5698,suiting
5322,repaired
950,began:
7652,merely
6472,respectability
1401,protesting
6149,lesson:
7053,herself--sense
791,_advantages_
3238,***
6450,building
3414,bandbox
2339,beneficial
2726,joyfully
7630,case;
4998,march
1872,hard-heartedness
6960,remembering
6698,breakfast
6226,brilliancy
7452,_him_;
5491,blacken
3177,comprehend
2293,visit
6941,sea-bathing
4971,detain
7555,fastened
2659,this:
855,shortly
2130,growth
7287,sick
1415,conviction
3098,boasted
1785,1e9
1348,unembarrassed
673,amiss
3411,knows
2041,abruptly
572,benefiting
7383,ways
1705,himself--her
1003,excited
4544,accusations
8160,complexion
268,questioned
6468,ourselves
6756,'i
2620,volunteer
4126,catherine'
1721,happy--your
1970,want
4418,afraid
3876,county
3350,favourite
5665,glory;
7384,whatsoever
1529,catching
1157,talk;
2358,indulge
7864,loveliest
6624,water-plant
1817,includes
1516,evidently
7019,superintendence
3630,dishonorable
1235,unaffected
5385,transpired
727,meryton
2121,reflections
4656,vague
743,authority
5019,instructed
1378,it;--till
623,abode
2838,federal
7127,forster;
6809,passages
3517,repulsive
5993,risen
2281,flowed
4952,inaccurate
5179,inspire
2671,beyond;
4691,doubted:
7406,comes
6885,discover
2314,humoured
4885,daughters
1802,indulgence;
4267,defined
7056,conduct;
999,esteem
1857,wickedest
1993,hard
533,virus
6510,consequent
4269,noise
7782,forwarder
1889,welcoming
1859,promised;
6972,remaining
6309,children;
162,sparkled
1768,sickly;
2858,courtship
3094,destructive
7524,exhibit
929,news--capital
1693,unfortunate
4989,planning
1761,extreme
552,whisper;
6981,'violently
638,amends--but
8010,offers
6662,reproached
3821,a
2527,connivance
1914,acceding
798,drew
3963,pleasanter
641,significant
7589,archly;
973,tea-things
939,disk
3010,labour
3106,crying
7568,cottagers
342,vivacity
6580,apartments
8140,affect
2966,default
1846,research
325,muslins
2500,both--
463,precisely
2277,making
3420,resolutely
1959,mercenary
5593,_will_
3359,pratt
640,patronage
6688,sorely
3577,voice:
5576,disadvantages
1207,militia
2334,himself--from
6189,figure;
1894,heinous
2486,tall
6429,luckiest
7030,ward
7724,condescended
2128,clarke's
1730,offending
4022,undoubtedly
4829,quarrelsome
888,entailing
3384,unite
7548,miraculous
7887,dissipation
1471,drooping
2018,so
7397,overruled
5801,prospects;
7752,rapture;
3922,hours;
3561,out_
4196,one-and-twenty
7875,collect
2780,mother-in-law
304,corps
2832,emphatic
3984,christmas
5069,observances
7055,persuasion
2771,lieutenant's
5890,love'
2812,detained
2704,rose
8134,contributed
4660,uncle;
1726,past
5240,order
1943,get
3126,hertfordshire
6253,exercise
6787,yes--the
4756,tempers
4355,completion
6591,heartily
2998,court
7445,acquiesce
2815,mankind
1774,deletions
7963,professed
6424,stately
3261,accuse
2201,relationship
5679,front
1007,sake;
6656,refused
3936,fortnight's
1092,abominably
1791,appointed
6431,forbade
7636,comfortably
6595,chooses
8224,followed
7437,landlord
6691,ingratitude
1765,preaching
3144,retains
4695,influence
6518,declined
2819,harmony
987,house
1687,awake
5268,firmness
83,burying
2425,guardian
2044,imitation
2321,performer's
6657,instead
3612,caprice
4677,pause
3661,up
2797,effusion
4721,appear;
2006,agreeing
7598,lydia;
5501,sacrificed
1220,using
5398,places
7976,write;
2997,partial
5187,it
1462,loss
970,surprised--so
1315,absent;
5586,proceedings
2284,fortunate
8081,sally
4686,unequal
8223,crossed
1070,assistance
2443,donations
1512,laugh;
5732,look;
7793,liveliest
2722,collection
2423,angel
8028,here's
1504,dignified
2961,wonder;
1224,lately
1979,curtailed
3722,unavoidably
1781,sheltered
5225,learnt--for
522,offended
341,inconvenient
7128,discuss
4491,resentful
1921,aloud
5966,melancholy
2487,physicians
3316,leisure
5412,her:
6957,contains
3717,antagonist
7832,abrupt
5121,manners--my
4582,elated
4517,cost
4530,checks
963,rail
2219,retirement
4480,off;
3442,recurring
213,travellers
4288,coolly
504,path
3603,daily
2306,influencing
3011,triumphant
1076,mortification
5301,circumspection
5959,four
892,people's
309,last;
6319,choosing
3357,resolved--nor
3970,pretty;
1477,preserved
4327,backgammon
5899,cannot
7427,sit
4522,rector
3866,stairs
6610,balls
6619,resistance
3482,sign
6896,taught
532,licensed
414,differently;
7543,lottery
7635,rising
5291,super-excellent
1950,pleasure;
1840,friends--whether
648,favourites
4969,wishes
4668,good;
3007,_food_
6823,tastes
6477,replacement
188,considered
6719,date:
4272,apprehension
4963,airing
6209,rational
4665,excess
4274,no--i
6066,invention
7798,too--for
2962,device
3195,behave
490,soon;
4907,saloon
1544,laws
3204,falling
7305,prevailing
3041,undoubted
5918,wants
1263,furnished
6504,striking
8181,caroline's
4845,attendance;
6161,cordiality;
6538,opinions
4222,abiding
5098,agitated
6185,masters
5022,hunting
4502,advise
4169,dwelt
2544,detest
1165,distributing
6193,servant
7423,york
2856,symptom
320,clergyman;
6711,invited
1566,accepting
4254,correct
7719,(a)
2820,invalid
8129,topic
1904,card-table--but
2256,gulf
1839,designed
7045,handsome
13,resolved
2906,wear
7233,steadiness
4844,dissolved
5118,executors
7982,qualifications
962,agree
3335,accosted
1376,authorised
630,regimentals
1688,now
3089,'keep
620,half-past
6487,hurts
4090,eyes
2386,welfare;
4489,uppermost
5221,latest
4060,doing
4132,yielding--certainly
1883,match;
6946,elope
4405,pointedly
3621,mingled
2929,frequently
1451,postilions
6336,dreadful
6138,disclose
7714,blessing
3704,design--to
4275,conscientious
3028,gutenberg)
5578,stroke
7049,double
6387,assisting
1754,pedantic
5168,insulting
8046,!--of
7593,gracefully
7135,render
2623,numerous;
6528,begged
4343,mount
6384,boldly
4124,purchase
4639,_did_--i
4572,paid
5761,'you
2964,habits;
1675,philosopher
28,predominate
3559,types
3768,foolish
82,account
1519,exact;
4027,method
581,consoling
1683,withdrawn
990,fishing
4315,replied;
3314,here;
3104,men-servants
5284,sly
2144,palliation
3076,going
3021,persisted
4140,vacant
7454,solid
5378,retaliate
1507,clock
115,explanatory
2896,sound
3860,description
34,suppositions
4709,capers
1593,consistent
6031,delivered
5336,bingley
43,_right_
6709,evil
6796,originator
2568,_making_
7424,grave
7856,understood;
2010,guard
7707,forced
4767,_we_
6775,apologies
1106,spoke
3252,panegyric
3702,avowal
808,able
4774,more--but
1604,airs
4468,amazed
6996,rejoined
5165,stepping
4152,slightly
1446,piece
2836,24
9,exceeding
812,sorry
1771,lowness
4400,tradesman
3305,recall
1592,themselves;
4465,estimated
6825,clamorous
4009,commendations
3518,attribute
1209,unpretending
7640,astonishment;
761,judge
1205,swelled
3270,forlorn
6202,50
4846,bath;
3854,refund
2089,smile;
7956,ceremony
6627,personal
137,associated
3486,disgraced
5042,licentiousness
1747,together--and
6385,practically
249,five
875,meadows;
3199,offensive
2985,philosophy
7650,examine
2604,produced;
5615,disagreement
6426,sportsmen
746,comply
8164,gutenberg-tm's
6101,delayed;
398,most
1065,disagreeably
2356,7
5885,difficulty;
408,selfishness
2302,ante-chamber
2459,presence
745,inferior
1117,hackneyed
1994,coming
3122,mr
678,seek
6342,http://pglaforg
52,despises
3167,sentence
2907,willingness
4784,inconveniences
4285,blushed;
7316,avenue
7114,delightfully
6470,world;
7872,away--you
3745,best;
525,deceived
5332,parcels
2808,postponed
3005,distracted
7357,stranger
6345,atoned
6146,shop;
134,chance
7302,must
7912,wonderfully
7751,simply
5857,coincide
4218,barbarously
7447,irreproachable;
105,testifying
7685,estimation;
3453,otherwise
5982,uniformly
717,bowed
6918,staggered
1176,prevented
3624,bore
2781,frequent
2898,obligations
2004,stronger
7688,chance;
6774,next
2788,profligacy
73,tears
7990,first
6024,longer
2958,beyond
7374,cultivation
4987,stubbornness
3882,lizzy's
5567,intimacy
4104,guardians
6119,(801)
4096,oddly
7668,foundation's
7232,jones's
4621,reputed
6812,town;
7945,characteristic
6147,project
3288,longed
7796,coachman
6498,hot-pressed
4154,self-imposed
415,insulted
5001,bear
1295,deeper
6706,conceal
1036,intended
3291,registered
5921,sure;
1553,freedom
7776,reproach;
6358,checked
1680,sanction
2682,hedge
1562,come;
7885,_such_
2740,in:
5877,dread
2790,prominently
6032,james's
2016,altar
1976,undetermined
2210,departure
3183,describe;
5685,advancement
7631,sensibly
2712,adoration
5346,drawing-room
3587,neglecting
5912,disappointed
2262,assurances
5247,undertaken
3012,premeditated
4325,feel
5084,meditating
1188,earthly
520,alteration;
5218,gowns;
4367,?--to
6547,ask
3560,mischievously
1358,army
8136,spot
4070,uneasy;
2231,fight
6831,according
2101,reproaches
6499,presumed
7815,instantaneous
7296,pocket-book
2398,outrun
6882,plentiful
1334,despicable
1469,reasons
4081,specific
5932,furniture
3115,consulted
4002,useless
7216,goals
5999,_little_
7346,sending
2660,unjustly
1879,release
1825,chestnuts
6224,congratulation;
7826,warned
1509,satisfactory;
4425,accomplished
4469,excessively
7503,ungovernable
7822,beginning
130,pen
1629,wishing
2295,metcalf's
6399,list
795,man
1473,governed
2507,application
4615,broke
6717,scold
5344,arrived
4602,during
952,body
6660,half-an-hour;
6755,thing
6403,mostly
1579,imputing
602,incurred
6071,inferiority
25,curtsey;
3912,exasperate
7940,uncivil
5283,music-books
362,transport
3381,whatever
2157,parental
1266,12
4213,neatness
7975,utterly
6724,austen
4742,fetch
6465,bennet'
171,admitting
4354,ut
1110,acceptance
3396,not--i
3014,our
4826,darcy:
6009,ignorance
4524,well-known
40,park
5895,interpreted
4008,signs
75,immediately;
7823,conversations
394,north
2992,arising
1253,ball--and
1570,1998
7830,subject
4314,fields
5846,bid
7840,fitzwilliam's
3993,accomplishments;
5951,guided
2203,carrying
878,copying
7621,angelic;
5338,rang
459,insufferably
7552,campful
2019,haunch
1104,fearless
1192,betray
2168,rejoice
5603,cassino
2030,integrity
2829,befriended
4563,insufferable
1595,fairly
6261,bright
4670,object
3760,employ
6931,exclamation
7165,attempted
1812,copied
3595,patient
8205,trifling
866,ill-consequences
5848,contribute
6888,bestow;
8018,ordination
2550,foundation
7943,royalty
3843,intend;
7179,not
337,decorums
1019,returned
7163,mystery
713,excuses
1063,unnecessary
6187,recollection;
726,lad
1212,formats
4559,degradation--of
7985,periodic
2643,concerned;
3550,humiliating
4871,_his_
1414,imparted
7307,men
8023,misrepresented
7810,hearing'
2491,monosyllable
4134,george
2214,smoothly
223,lifted
4100,(lady
2153,bidding
7870,struggled
1406,friend;
1522,conciliating
4891,secure
7203,abusive
5327,separates
5340,(if
5326,banish
3400,professing
2392,gave
2624,protested
7604,fonder
4284,unpleasing
1101,clergy;
5034,title
8175,keener
1549,retort
528,add
6070,dance
271,black
3890,folly
8198,artfully
10,likewise;
5872,game
3294,addressed
247,humility
399,screen
6002,_had_
6716,elizabeth
1923,conquered
7394,quarters
4681,settling
3973,receipt
5738,westerham
900,georgiana's
2489,gowns
2437,_younger_
3175,you:
1035,watches
4973,peculiar
1331,envy
5063,condescend
6645,intrigues
634,'bingley
6200,mile
6331,deception
2063,sunday;
7490,preservation
5527,proposed
3954,situated
5631,pavement
5447,vain;
5053,promised
7438,intervals
6323,friend's
2695,pursuits
6007,clever
5752,disposition
5971,persevering
2650,self-importance
7234,principal
5107,kitty;
2132,no--recollecting
3434,wisest;
6027,otherwise--if
